"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionWards","WardsKilled","WardsPlaced","TowersKilled","InhibitorKills","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","TotalDamageDealtToChampions","TotalDamageTaken","TotalHeal","CCDuration","GoldEarned","AvgGameLength","topPlayedLength","midPlayedLength","junglePlayedLength","adcPlayedLength","supportPlayedLength","D_ADC","DT_ADC","CS_zeroToTen_ADC","CS_ADC","H_ADC","D_MID","DT_MID","CS_zeroToTen_MID","CS_MID","H_MID","D_TOP","DT_TOP","CS_zeroToTen_TOP","CS_TOP","H_TOP","D_JG","DT_JG","CS_zeroToTen_JG","CS_JG","H_JG","D_SUP","DT_SUP","CS_zeroToTen_SUP","CS_SUP","H_SUP"
"Justin109",1.77,9.40,7.80,4.40,8,0,2,0,0,50,0, 20, 125, 11, 2, 16,3,2,49, 268431, 317934, 86344, 26.73, 130088,1841.2,14180,4232,0,0,0,0,0,0,0,0,69073,59345,54.00,373,15352,199358,258589,59.38,1574,70992,0,0,0,0,0,0,0,0,0,0
"0 LP Brozne V",2.11,3.50,6.40,10.00,2,0,0,3,5,40,13, 43, 199, 3, 0, 17,0,2,52, 133993, 220953, 40105, 55.55, 107072,1917.3,3538,0,0,6315,9320,51807,65534,37.67,478,11182,0,0,0,0,0,31505,57281,45.00,292,12765,0,0,0,0,0,50681,98138,10.40,243,16158
"CMETAHA",2.90,4.30,4.80,9.60,5,1,1,1,2,30,0, 21, 185, 12, 3, 17,4,5,48, 140612, 302812, 94184, 54.83, 121657,2167.5,11673,2068,2421,1242,4271,2035,13274,8.00,15,5151,15342,13432,38.00,101,1981,97975,169478,50.20,999,26877,13548,59852,2.00,81,44218,11712,46776,5.50,42,15957
"RrabXX",2.54,4.50,5.20,8.70,6,1,0,3,0,20,6, 5, 115, 4, 0, 14,0,2,54, 188335, 230327, 51373, 96.70, 108411,1899.2,10961,0,1644,6387,0,68162,53261,47.33,456,9670,0,0,0,0,0,107193,151150,55.17,1034,36651,12980,25916,1.00,42,5052,0,0,0,0,0
"TempeT YMoney",2.43,9.50,6.70,6.80,5,0,5,0,0,40,0, 15, 70, 6, 1, 23,1,6,54, 209663, 196778, 20593, 104.20, 118089,1941.9,10529,8890,0,0,0,0,0,0,0,0,90512,89921,49.40,623,7841,119151,106857,42.40,584,12752,0,0,0,0,0,0,0,0,0,0
"LimeWhale",2.85,0.80,4.70,12.60,0,0,0,0,10,40,29, 33, 211, 0, 0, 13,2,2,51, 49136, 231087, 57494, 32.18, 85563,1911.3,0,0,0,0,19113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49136,231087,10.20,348,57494
"G01db3r6",2.43,6.40,5.30,6.50,7,1,2,0,0,40,0, 9, 96, 9, 4, 10,2,3,51, 209787, 264079, 84708, 41.98, 105338,1668,12689,2374,1617,0,0,0,0,0,0,0,20068,26985,47.50,173,8104,177952,215835,51.71,1152,73025,11767,21259,1.00,58,3579,0,0,0,0,0
"Bdougs",2.40,5.50,6.80,10.80,0,0,5,5,0,70,2, 50, 144, 13, 4, 29,1,10,48, 199198, 221912, 41759, 17.10, 138681,2371.2,0,12160,0,11552,0,88898,111193,63.00,1037,18570,110300,110719,49.00,800,23189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRYND4M3RE",2.95,6.40,4.10,5.70,8,2,0,0,0,60,12, 48, 133, 14, 1, 13,4,5,43, 193176, 348409, 78414, 198.72, 129463,1954.7,15612,0,3935,0,0,0,0,0,0,0,0,0,0,0,0,164121,284502,67.50,1796,64307,29055,63907,2.00,175,14107,0,0,0,0,0
"HansOnMicok",2.64,4.50,4.40,7.10,0,5,2,0,3,50,0, 10, 119, 7, 1, 12,2,1,46, 93508, 163352, 24597, 77.05, 87753,1596.3,0,3201,7684,0,5078,0,0,0,0,0,9657,24545,27.50,152,1354,0,0,0,0,0,45290,86968,3.20,216,19275,38561,51839,8.67,98,3968
