"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionWards","WardsKilled","WardsPlaced","TowersKilled","InhibitorKills","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","TotalDamageDealtToChampions","TotalDamageTaken","TotalHeal","CCDuration","GoldEarned","AvgGameLength","topPlayedLength","midPlayedLength","junglePlayedLength","adcPlayedLength","supportPlayedLength","D_ADC","DT_ADC","CS_zeroToTen_ADC","CS_ADC","H_ADC","D_MID","DT_MID","CS_zeroToTen_MID","CS_MID","H_MID","D_TOP","DT_TOP","CS_zeroToTen_TOP","CS_TOP","H_TOP","D_JG","DT_JG","CS_zeroToTen_JG","CS_JG","H_JG","D_SUP","DT_SUP","CS_zeroToTen_SUP","CS_SUP","H_SUP"
"Artorias and Sif",2.25,4.30,4.80,6.50,0,0,4,3,3,50,18, 36, 154, 9, 2, 16,2,4,51, 119112, 142905, 15619, 34.42, 108910,1811.4,0,6400,0,5445,6269,42386,31909,74.67,572,5363,46798,42409,60.00,651,2557,0,0,0,0,0,0,0,0,0,0,29928,68587,3.67,163,7699
"MoonTickles",3.69,6.00,3.20,5.80,2,3,2,2,1,60,18, 18, 115, 8, 0, 12,2,1,50, 142057, 178449, 33994, 82.38, 109776,1737.9,3825,2962,4510,3891,2191,42040,35704,67.50,389,4862,17951,25554,55.00,269,3088,23524,39003,60.00,299,4156,51166,53364,4.33,260,20131,7376,24824,11.00,49,1757
"Spamdinie",2.36,6.50,5.90,7.40,1,8,0,1,0,50,6, 32, 107, 7, 1, 20,1,1,65, 205327, 273461, 61594, 64.05, 116324,1803.8,2150,0,14498,1390,0,28036,16454,60.00,154,2357,0,0,0,0,0,29251,36704,58.00,253,7490,148040,220303,7.38,592,51747,0,0,0,0,0
"Hybernian",2.31,4.70,5.80,8.70,0,1,4,2,3,60,0, 26, 149, 14, 1, 15,2,5,46, 200185, 211612, 29625, 63.47, 120057,1982.8,0,8362,1582,3907,5977,51330,34343,72.50,400,6019,114644,77872,63.25,814,4546,0,0,0,0,0,5985,22030,13.00,82,8529,28226,77367,12.33,144,10531
"Kadeo18",1.76,5.40,7.00,6.90,0,2,0,8,0,30,5, 19, 97, 9, 2, 11,5,1,51, 187152, 219605, 39629, 44.63, 112929,1869.5,0,0,3771,14924,0,152358,160762,52.75,1344,25121,0,0,0,0,0,0,0,0,0,0,34794,58843,4.50,130,14508,0,0,0,0,0
"6695",4.47,10.10,4.30,9.10,2,0,8,0,0,50,9, 27, 127, 8, 2, 24,3,9,58, 292141, 178001, 21272, 78.78, 147410,2197,4599,17371,0,0,0,0,0,0,0,0,235386,130019,62.13,1544,14688,56755,47982,57.00,462,6584,0,0,0,0,0,0,0,0,0,0
"Indukti",2.48,1.70,6.00,13.20,1,0,0,1,8,40,12, 24, 142, 6, 1, 14,1,5,54, 100821, 254114, 56906, 34.35, 97969,1927.5,1924,0,0,1382,15969,5548,15723,14.00,51,1712,0,0,0,0,0,17404,15103,61.00,179,1227,0,0,0,0,0,77869,223288,7.25,286,53967
"iDislikeYou2",2.25,1.80,5.50,10.60,0,3,0,1,6,60,28, 59, 216, 2, 0, 14,3,6,47, 88132, 197541, 51394, 51.83, 100465,1904.5,0,0,5479,2006,11560,13523,15177,54.00,224,2580,0,0,0,0,0,0,0,0,0,0,41505,81478,3.67,228,21914,33104,100886,3.00,98,26900
"Kadok",1.72,4.70,5.40,4.60,0,7,0,1,2,50,34, 68, 104, 4, 0, 17,7,3,44, 136813, 236754, 72743, 98.77, 106418,1747.4,0,0,11756,2347,3371,41559,23517,59.00,179,2616,0,0,0,0,0,0,0,0,0,0,81719,177111,5.29,516,66868,13535,36126,9.00,100,3259
"TTTTika",2.51,1.70,4.50,9.60,0,0,2,0,8,50,12, 24, 193, 7, 1, 14,0,6,42, 83396, 191677, 22621, 98.82, 93887,1899,0,3984,0,0,15006,0,0,0,0,0,23622,31797,55.50,357,2447,0,0,0,0,0,0,0,0,0,0,59774,159880,11.13,298,20174
"ComeBackCat",1.58,4.90,7.30,6.60,7,1,2,0,0,20,3, 48, 88, 8, 1, 15,2,3,46, 208563, 328115, 55728, 48.22, 130386,2179.1,15242,4507,2042,0,0,0,0,0,0,0,54550,35574,53.50,385,2515,137923,257502,62.71,1648,45765,16090,35039,2.00,77,7448,0,0,0,0,0
"Swaag Champ",3.02,7.80,5.70,9.40,2,7,0,1,0,60,15, 40, 163, 8, 4, 22,7,2,54, 207648, 322220, 79229, 101.58, 129307,1996.1,3600,0,14669,1692,0,14842,17158,68.00,144,3657,0,0,0,0,0,39006,47316,52.50,358,10007,153800,257746,4.14,531,65565,0,0,0,0,0
