"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionControl","TowersKilled","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","CCDuration","AvgGameLength"
"nobody good",2.63,3.3,2.7,3.8,0,1,1,8,0,50,2,8,11,2,2,43,79.5,1587.7
"July9",1.95,5.40,6.50,7.30,3,6,0,1,0,30,16,7,11,2,6,58,86.72,1823.5
"Lutano",2.67,5.10,6.00,10.90,0,0,1,9,0,70,12,23,15,3,10,57,166.23,1982.5
"BJNA",2.46,4.30,3.70,4.80,5,0,5,0,0,50,19,9,8,7,4,49,32.78,1619.9
"Bambie",2.71,5.80,4.90,7.50,9,0,0,0,1,40,15,19,8,1,4,57,136.55,1864.1
"2016",3.48,7.50,4.20,7.10,0,10,0,0,0,40,2,12,15,6,4,60,92.98,1888.9
"Indian Mama",2.47,4.90,5.90,9.70,1,7,2,0,0,30,11,3,7,0,4,64,143.98,1732.3
"Rikiimaru",1.45,5.00,6.70,4.70,3,7,0,0,0,30,0,5,16,3,2,45,88.43,1818.5
"sickosquats",2.23,1.90,4.80,8.80,0,2,0,1,7,30,20,2,5,6,4,57,27.70,1572
"bobababo",3.80,11.70,4.60,5.80,1,1,5,3,0,80,9,8,16,1,4,61,65.82,1681.5
"neilcheng66",2.69,6.10,5.50,8.70,0,3,7,0,0,50,36,12,13,2,7,57,74.08,1879.6
"NCS  Social Dog",1.96,2.90,4.70,6.30,9,0,1,0,0,30,27,5,16,3,2,56,91.72,1608.2
"deps",1.97,3.30,3.50,3.60,0,5,2,0,3,10,14,2,4,3,0,59,60.10,1332.2
"Aconda",2.68,6.80,4.40,5.00,0,2,0,8,0,60,26,24,14,8,4,52,42.30,1805
"Aluminum Kiwi",1.96,5.30,5.70,5.90,2,0,5,3,0,50,16,2,14,3,2,48,42.53,1721.6
"YaThatWasABanana",3.26,1.60,4.60,13.40,0,0,1,0,9,40,24,4,11,1,3,65,32.78,1593.4
"let me out",2.23,4.00,6.20,9.80,7,0,0,1,2,30,26,1,6,3,1,54,74.82,1762.2
"cant believe",2.39,6.30,5.40,6.60,3,0,6,0,1,30,9,6,12,4,6,56,44.25,1912.6
"Jummychu",1.66,4.30,6.10,5.80,0,0,0,10,0,30,5,13,10,2,2,51,30.15,1867.7
"TaIkPlayLove",3.59,6.60,4.60,9.90,0,9,1,0,0,60,17,5,6,8,5,67,104.45,1701.5
"hcore",3.23,4.50,3.90,8.10,0,3,0,6,1,50,11,12,17,4,5,50,68.43,1902.6
"Top Lane Retard",4.32,6.20,3.70,9.80,9,1,0,0,0,70,27,14,20,6,8,60,105.88,1845.2
"DoToT",0.91,3.70,8.20,3.80,8,2,0,0,0,10,3,4,8,2,3,41,41.42,1603.3
"dhn",2.44,7.30,6.40,8.30,5,2,0,3,0,50,10,17,11,3,4,54,146.02,1906.9
"Demnis",3.70,5.90,3.30,6.30,0,0,10,0,0,70,23,6,8,6,3,54,45.17,1496.4
"Herald 0f Death",2.29,2.70,5.50,9.90,0,0,4,0,6,40,18,7,16,3,3,54,168.27,1707.2
"HlKASHlKUN",2.32,5.00,4.40,5.20,0,8,2,0,0,40,32,6,16,6,3,46,119.88,1772.5
"C9 Slim",3.51,6.20,4.30,8.90,0,0,1,9,0,60,6,13,12,3,1,63,32.07,1640.8
"COSTA RlCA",3.34,0.90,3.20,9.80,0,0,0,1,9,30,9,1,8,4,2,57,35.80,1681.9
"QQi1035716423i",2.25,4.60,5.60,8.00,0,0,0,10,0,40,3,9,10,3,5,53,38.72,1726.3
"King of LuRen",2.13,6.00,4.70,4.00,8,0,0,2,0,40,7,9,14,0,3,50,28.25,1696.2
"2 TIMES 2 TlMES",2.32,6.70,5.60,6.30,1,1,3,5,0,20,3,8,8,3,4,57,71.17,1962.4
"Mighty Michel",2.48,5.20,5.20,7.70,1,2,4,0,3,30,23,2,8,3,5,63,72.93,1640.4
"Smashd",2.63,3.80,3.00,4.10,10,0,0,0,0,30,8,7,9,3,2,43,25.48,1647.3
"Liquid Inori",2.67,4.80,4.90,8.30,0,6,4,0,0,60,22,4,10,3,3,56,105.57,1697.7
"DZG La Mechante ",2.83,2.10,3.60,8.10,4,0,1,0,5,30,42,0,11,6,4,52,39.57,1620.3
"Lil TM8",2.35,3.00,5.70,10.40,1,1,0,4,4,50,28,7,11,1,3,57,40.30,1555.6
"SE Whyin",4.05,2.20,4.30,15.20,0,1,0,0,9,40,62,0,15,0,10,61,65.90,1926.1
"Le Bulbe",2.02,6.20,6.10,6.10,0,1,4,5,0,20,3,12,6,1,4,55,50.18,1752.7
"plz stop",1.91,5.30,5.50,5.20,2,0,8,0,0,40,30,11,11,6,4,49,64.32,1795.4
"Bobjenkins",3.19,5.40,3.20,4.80,7,0,3,0,0,60,28,10,12,3,3,50,109.67,1674.4
"weixin8368094",3.39,5.60,3.80,7.30,10,0,0,0,0,50,28,10,15,6,5,54,190.70,1761.4
"YIlIlIlIlI",3.42,2.90,3.30,8.40,1,9,0,0,0,60,16,4,10,2,2,59,86.12,1505.2
"Wingsofdeathx",1.55,2.50,4.20,4.00,8,0,1,1,0,50,15,8,16,4,3,39,157.85,1731.7
"Brian The isnt",2.18,2.60,3.40,4.80,7,0,3,0,0,30,4,6,8,4,3,40,129.38,1749.7
"Vibrato",5.78,4.80,2.30,8.50,2,8,0,0,0,80,11,13,21,4,5,59,112.68,1770.1
"Coggles x",4.63,6.80,3.50,9.40,0,0,2,8,0,60,13,12,12,3,5,58,63.20,1782.4
"IUB RZZ",1.55,2.30,5.10,5.60,0,3,1,3,3,20,19,0,4,2,2,51,18.50,1449.8
"mandatorycloud",2.82,7.40,4.90,6.40,0,2,8,0,0,40,26,9,17,2,10,63,132.68,1971.3
"cuhc",2.19,6.30,5.30,5.30,0,4,5,0,1,30,25,6,9,2,3,55,46.50,1745.6
"CoconutExpress",2.76,7.30,6.80,11.50,0,9,1,0,0,60,10,2,16,2,7,64,116.90,1888.4
"Dyrsexual",6.60,6.30,2.00,6.90,3,7,0,0,0,70,5,12,17,5,3,60,159.33,1715.9
"GusTn",3.97,1.70,3.70,13.00,1,0,0,0,9,70,41,6,11,3,6,59,21.23,1690.8
"kinkylover",3.08,2.60,2.60,5.40,3,2,1,1,3,50,23,5,9,6,0,49,58.88,1420.4
"lolmaniac1997",3.60,6.00,4.00,8.40,4,4,1,0,1,70,20,9,12,4,8,51,143.33,1869.2
"Wákka",6.35,9.00,2.60,7.50,0,1,0,9,0,80,3,28,11,5,0,60,41.97,1689.8
