"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionControl","TowersKilled","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","CCDuration","AvgGameLength"
"Turkish Coffee",3.45,3.40,4.00,10.40,0,0,0,0,10,60,20,4,13,3,5,56,40.65,1625.9
"l Love Amber",4.16,8.80,4.40,9.50,0,4,6,0,0,80,13,15,16,4,4,54,130.67,1887
"lt Happens",3.93,7.80,4.10,8.30,0,0,1,9,0,70,0,19,10,2,4,57,54.23,1689.3
"otter",2.51,4.40,4.90,7.90,0,0,0,9,1,20,7,5,9,0,4,57,32.92,1705.9
"llIlIllIIllIlIlI",2.32,5.20,4.40,5.00,6,4,0,0,0,60,6,20,13,1,3,43,69.37,1794.7
"bac",1.61,3.50,4.90,4.40,5,5,0,0,0,20,2,9,9,1,2,50,72.65,1500.7
"Princess Incest",2.09,5.80,6.70,8.20,0,0,0,9,1,60,12,15,23,3,7,48,116.18,2077.4
"CookiesforSanta",4.16,4.50,3.10,8.40,5,0,4,0,1,60,3,11,11,3,4,54,67.68,1730.8
"Goofy",5.43,7.40,2.80,7.80,0,0,7,3,0,50,23,11,12,3,3,55,34.72,1803.6
"Scrandor",2.98,3.00,4.40,10.10,0,0,0,2,8,40,23,7,10,3,5,53,39.93,1853.1
"Super Smashd",2.54,4.10,3.90,5.80,6,3,1,0,0,30,13,11,9,4,5,52,155.50,1815.1
"Rutty",2.44,6.00,5.00,6.20,0,0,3,7,0,50,12,18,18,6,6,54,67.57,1825.5
"07scaping",1.83,7.30,7.70,6.80,0,7,3,0,0,30,17,6,15,5,9,54,83.47,2034.9
"LeviIsGay",2.98,4.70,4.40,8.40,7,0,3,0,0,70,8,16,21,6,7,51,242.48,1890.6
"clg imaqtpie69",2.94,8.00,5.30,7.60,1,1,0,8,0,80,14,18,8,8,3,53,56.18,1841.5
"EstherYin so OP",3.40,6.80,4.20,7.50,6,3,0,0,1,80,24,14,15,5,5,57,93.00,1596.4
"Strife LFT",3.14,4.40,3.60,6.90,0,1,0,8,1,30,17,10,14,2,3,61,42.95,1791.5
"Route XX",5.56,5.90,2.70,9.10,1,5,4,0,0,70,5,6,16,2,4,57,124.90,1731.1
"CC Hollywood",3.09,4.60,3.20,5.30,0,3,7,0,0,60,19,15,14,3,3,54,43.68,1442
"jonas12345",2.69,1.10,3.50,8.30,0,0,2,0,8,20,21,8,13,1,1,53,42.80,1769.3
"1v1 God",2.26,5.30,5.30,6.70,1,2,7,0,0,60,10,10,11,5,6,44,34.88,1803.7
"EXLTRIKZ",3.50,3.30,6.20,18.40,0,4,0,0,6,70,14,8,16,2,6,66,42.65,1878.7
"Amber Jessica",2.21,1.10,5.70,11.50,0,0,0,2,8,30,24,4,9,1,3,58,25.07,1668.7
"ExecutionerKen",2.88,2.20,4.80,11.60,0,0,0,3,7,60,60,3,14,5,5,56,47.67,1816.9
"Adrian Ma",2.18,1.20,6.80,13.60,1,0,0,0,9,50,52,1,12,4,5,53,47.38,1795.8
"coolrichkid123",2.43,6.10,5.40,7.00,2,0,6,2,0,40,14,7,10,1,7,55,20.12,1769.8
"TEAM LUCK",3.26,4.10,3.90,8.60,0,6,0,4,0,30,13,9,9,4,3,54,114.22,1831.6
"AutoSpacer",1.84,4.50,5.70,6.00,1,0,0,8,1,30,5,10,12,6,3,48,89.87,1804.8
"PARTYNEXTDOOR",1.86,6.60,6.40,5.30,6,2,2,0,0,20,9,10,15,2,4,50,24.63,1754.3
"KimmyCub",4.18,6.00,3.30,7.80,1,0,9,0,0,50,7,5,14,4,2,62,87.93,1696.7
"DZG Cobra",1.96,5.40,7.30,8.90,2,0,6,2,0,40,20,13,8,5,3,53,63.98,1832.1
"Nidalife",2.72,8.90,5.70,6.60,3,7,0,0,0,50,12,5,12,1,3,58,81.50,1724.2
"KakaotaIk",2.04,6.40,5.60,5.00,4,6,0,0,0,60,10,12,20,5,4,45,109.13,1730.6
"iCantGankNoobs",2.67,1.70,4.50,10.30,0,0,0,4,6,50,17,6,15,8,8,53,17.43,1703.9
"qq8368094",2.20,5.00,4.90,5.80,0,0,10,0,0,50,12,10,12,5,5,46,39.05,1726.7
"Kitzuo",3.27,6.50,4.80,9.20,2,8,0,0,0,60,8,14,8,2,3,60,81.05,1825.9
"GtG Porori",3.89,4.50,2.80,6.40,2,0,0,4,4,40,5,3,15,0,2,44,60.72,1831.7
"KoBoK",3.08,5.50,3.80,6.20,0,6,4,0,0,60,9,16,19,6,6,50,78.00,1662.7
"Mateusz",4.59,5.50,3.20,9.20,8,0,1,0,1,80,20,12,16,3,7,51,142.45,1770.7
"ChumpJohn",3.65,5.10,3.70,8.40,5,5,0,0,0,70,20,11,10,2,5,51,159.73,1770.9
"ArmoredBearsRULE",4.16,4.80,3.10,8.10,8,1,0,1,0,70,15,11,19,4,5,48,144.85,1720.6
"Fox McCloud PYAH",2.69,4.80,5.20,9.20,9,1,0,0,0,30,0,8,10,6,2,54,183.07,2038.7
"Specialty",2.55,4.00,5.10,9.00,0,8,2,0,0,40,17,4,13,4,4,58,147.00,1903.5
"caIigueva",3.08,4.80,3.60,6.30,3,4,1,2,0,40,7,9,12,5,4,54,114.78,1736.8
"HIKASHIKUN",5.25,6.30,2.40,6.30,2,3,5,0,0,80,26,18,15,5,6,56,115.90,1743.4
"Calphen",2.41,3.70,5.10,8.60,9,1,0,0,0,50,9,4,8,2,2,45,184.60,1850
"CaristinnQT",2.27,5.70,5.50,6.80,3,1,6,0,0,40,17,9,11,6,6,51,67.10,1769.7
"feed l0rd",3.98,9.90,4.70,8.80,0,0,0,9,1,70,2,16,9,4,8,63,79.43,1847.4
"Cygnus Rosonski",5.86,1.80,2.20,11.10,0,0,0,3,7,40,40,3,13,1,2,66,46.22,1655.3
"Grifal",2.31,5.20,4.50,5.20,0,4,0,6,0,30,20,12,9,2,1,50,40.00,1748.2
"ZizonSwagger",1.95,3.30,4.00,4.50,2,2,0,3,3,50,12,5,9,3,5,40,64.50,1554
"GG Yoona lm",1.92,4.10,5.10,5.70,0,0,5,5,0,40,1,8,10,3,2,46,13.65,1619
"Zyrnic",1.95,5.60,6.00,6.10,0,0,3,7,0,30,1,4,4,3,1,62,106.95,1677
"Acondeux",3.09,4.30,3.40,6.20,0,2,1,7,0,40,15,15,15,5,5,56,40.08,1578.6
"Shura",2.66,6.40,5.30,7.70,0,0,2,8,0,40,7,7,6,1,4,56,41.37,1567
"suffix",3.39,1.80,5.10,15.50,0,0,2,0,8,50,46,1,14,4,5,62,50.43,1913.5
"CIarent",1.60,0.90,5.00,7.10,2,0,0,0,8,30,23,2,9,6,1,42,115.42,1694.6
"camtheham LFT ",2.84,5.60,4.50,7.20,0,1,4,4,1,50,16,10,12,1,1,58,25.20,1569.6
"Dispencer Tilted",3.17,2.10,3.50,9.00,8,0,2,0,0,90,1,8,13,6,6,46,32.97,1667
"Liquid Painless",6.95,1.70,2.00,12.20,0,0,0,0,10,50,58,7,15,5,0,61,36.45,1676
"MrBlackPanda",1.66,4.90,6.20,5.40,0,1,1,8,0,60,0,21,15,1,4,40,29.53,1652.4
"Pyrites",1.70,2.30,5.40,6.90,0,0,4,0,6,30,15,2,11,3,3,45,66.22,1754.1
"LegendaryJosh",2.36,3.50,5.00,8.30,0,1,4,0,5,60,30,4,18,4,5,56,53.75,1975.5
"Based Yoona",3.92,5.60,3.60,8.50,0,2,0,8,0,80,18,16,14,2,6,55,54.80,1811.5
"Ben Diao",5.70,5.40,3.00,11.70,0,5,1,0,4,80,13,10,19,5,7,64,79.98,1868
"yellowStar1",3.44,1.20,3.90,12.20,0,0,0,0,10,60,26,2,8,0,6,54,37.07,1555.6
"Disciplen",2.03,5.40,7.30,9.40,3,0,3,4,0,40,21,14,14,4,4,52,135.68,1912.5
"Liquid Matt",2.07,2.40,6.80,11.70,0,1,0,1,8,40,31,3,5,2,2,53,40.58,1932
"JacksonCross",1.91,4.50,5.30,5.60,5,5,0,0,0,30,9,12,6,0,3,53,42.13,1682.6
"Akunorogia",2.16,5.40,5.10,5.60,1,3,2,3,1,50,3,7,12,2,3,45,54.65,1531.6
"TornadoWatch",2.02,4.70,5.30,6.00,0,0,2,8,0,40,0,7,17,2,6,43,104.62,1951.3
"Dynatrix",3.76,4.00,3.70,9.90,0,1,2,1,6,70,30,4,7,1,6,61,52.13,1490.1
"I Wanderer I",3.07,5.10,4.20,7.80,6,0,4,0,0,60,6,12,10,3,2,57,89.58,1660.7
"Zantar",3.04,4.00,5.00,11.20,0,10,0,0,0,40,1,5,14,2,3,65,107.17,2006.6
"Smurf King Vamb",2.26,2.40,5.40,9.80,1,8,1,0,0,60,47,2,6,1,2,52,72.93,1610.5
"FoTheWin",2.07,6.30,6.00,6.10,0,5,5,0,0,70,14,10,11,5,5,45,48.78,1603.8
"Nex",3.23,4.30,4.40,9.90,0,1,6,1,2,40,16,7,14,3,6,58,71.00,1929.6
"MLG Plays",2.74,0.40,3.50,9.20,0,0,0,0,10,40,37,2,15,2,3,49,33.92,1825
"Wo Jiao Xiao E",2.57,4.60,4.70,7.50,0,8,0,0,2,60,10,9,14,7,3,52,110.15,1651.8
"runemyear",2.73,5.30,4.80,7.80,1,3,0,2,4,50,13,4,14,4,3,60,149.90,1755
"N04H",1.83,5.50,6.50,6.40,0,9,0,1,0,30,13,6,9,1,0,53,103.37,1727.3
"BigOneEight",2.34,6.10,5.60,7.00,0,4,0,6,0,50,13,14,15,4,4,53,48.72,1737.8
"Oombadu",2.70,6.40,5.30,7.90,5,1,4,0,0,40,3,6,11,7,4,56,122.37,2020.8
"Ex0h",2.60,7.40,5.70,7.40,1,0,2,7,0,60,7,14,12,4,6,57,73.77,1811.3
"Lord luck",3.75,2.00,3.60,11.50,1,0,1,0,8,60,43,2,13,3,4,55,48.90,1719.4
"xHypoxia",2.52,5.80,4.60,5.80,0,0,2,8,0,50,0,10,12,3,5,47,27.65,1810.2
"labuladuo",3.90,7.70,4.20,8.70,3,1,1,5,0,80,1,17,18,4,7,62,44.70,1895.5
"VSG VeryBitter",2.48,1.00,5.00,11.40,1,0,1,0,8,50,32,7,12,5,4,58,69.82,1775.5
"Morishima Haruka",1.71,4.70,7.00,7.30,10,0,0,0,0,50,19,8,17,1,4,43,204.03,1847.4
"OmegaB",2.62,5.80,5.30,8.10,4,0,1,5,0,50,15,13,14,4,5,52,98.22,1901.5
"Ryuu",4.07,3.50,2.90,8.30,0,0,5,4,1,70,10,13,12,2,3,61,41.60,1471.6
"Andybendy",2.15,6.10,7.50,10.00,0,1,0,9,0,50,13,17,13,5,7,59,88.25,1936.1
"Booster Soon",2.09,2.20,4.60,7.40,4,1,5,0,0,20,34,5,6,1,1,54,64.50,1740.9
"Olvan",3.03,3.00,6.40,16.40,2,2,0,0,6,60,49,2,9,5,5,67,50.50,1772.3
"Larri",2.14,2.60,5.70,9.60,0,1,3,0,6,40,29,1,5,3,4,50,68.33,1660.1
"Taeys",1.80,4.40,5.10,4.80,3,0,3,4,0,60,9,11,11,6,4,42,14.13,1533.8
"TheGreatTax",3.85,4.60,4.10,11.20,6,4,0,0,0,60,23,5,11,3,3,65,138.73,1794.5
"Misoya",6.04,2.50,2.30,11.40,0,0,3,1,6,70,55,4,20,3,7,62,31.33,1743.3
"Angelus Mortis",1.81,4.30,5.40,5.50,0,6,4,0,0,30,20,7,5,3,3,56,77.25,1546.8
"UnspeakableDeath",4.40,3.60,3.00,9.60,0,8,2,0,0,50,14,10,14,5,7,56,103.75,1727.9
"Hartwig",2.94,7.50,5.20,7.80,0,6,4,0,0,50,17,11,13,3,5,62,88.95,1718.3
"Ranullf",5.03,3.50,3.30,13.10,3,0,1,0,6,80,16,6,20,3,4,65,68.65,1885.1
"Theifz",3.16,5.90,5.80,12.40,0,0,3,7,0,70,15,9,17,5,6,58,28.53,1881.7
"Haunt",2.19,6.20,5.30,5.40,0,2,8,0,0,40,5,4,9,2,4,51,60.02,1704.8
"Phaxen",3.05,3.90,3.70,7.40,3,1,0,4,2,60,11,14,14,2,3,58,42.63,1649.2
"Jurassiq",1.40,3.30,6.30,5.50,0,1,1,8,0,30,2,3,6,2,4,44,41.15,1694.4
"meQQ1035716423",3.83,6.80,3.60,7.00,5,3,0,2,0,70,12,21,10,3,4,49,62.08,1730.3
"Sunar",4.03,5.80,3.10,6.70,0,0,8,2,0,80,20,9,18,2,3,54,78.42,1495.1
"ChaosRain77",2.76,6.80,3.70,3.40,0,10,0,0,0,30,0,2,9,2,4,57,99.58,1685
"BestNoobCnDAN",6.85,8.10,2.70,10.40,0,7,0,3,0,90,10,11,19,7,2,57,126.02,1741.2
"Hachimitsu",2.42,1.40,4.80,10.20,0,0,0,2,8,30,30,1,9,1,1,55,36.35,1627.5
"I am XinxinQ",2.19,0.60,5.70,11.90,3,0,0,0,7,40,37,4,10,2,1,53,42.18,1864.4
"Panda Ruo",2.17,5.40,5.20,5.90,3,5,2,0,0,40,3,9,10,6,3,54,108.02,1704.5
"D Gatez",1.42,3.60,5.70,4.50,2,7,1,0,0,30,9,4,9,2,3,41,84.67,1680.3
"TheKeyChang",2.43,3.00,5.10,9.40,3,0,2,0,5,40,26,2,10,5,5,53,29.83,1534.7
"Kud",5.19,9.90,3.20,6.70,0,10,0,0,0,70,15,16,17,5,4,69,90.95,1611.6
"H1sok4",4.21,1.70,2.80,10.10,0,0,0,0,10,60,43,4,15,6,4,55,48.12,1682.7
"Oyasumi Hyorin",4.16,9.60,5.00,11.20,0,1,1,7,1,90,16,17,18,2,7,63,57.12,1851.9
"MarioMe",2.57,3.60,4.60,8.20,0,1,1,6,2,40,16,5,9,1,2,58,41.62,1657.8
"Krabsoukkary",2.96,4.70,4.80,9.50,8,1,1,0,0,80,1,19,21,5,7,47,81.90,1889.9
"Romanium",2.56,6.50,4.80,5.80,7,2,1,0,0,60,0,12,13,2,4,47,92.45,1704.7
"1 for all",3.06,5.00,5.10,10.60,2,0,3,1,4,50,44,5,12,0,3,62,36.62,1782.5
"Minishcap1",5.52,4.10,2.90,11.90,9,0,1,0,0,70,22,17,15,2,6,56,260.68,1949.3
"Kaiceytron",2.55,2.70,3.30,5.70,4,0,6,0,0,30,14,5,3,2,0,49,65.67,1597.2
"lruga",4.53,6.90,3.20,7.60,0,0,0,10,0,60,2,14,16,5,3,58,64.40,1938.3
"Anton Lam Hong ",2.01,5.60,6.80,8.10,0,1,0,8,1,60,24,13,16,2,4,51,58.10,1969.7
"C9 Hai",2.16,1.90,6.80,12.80,0,0,0,1,9,60,31,8,14,6,7,63,78.45,1702.4
"BoxerPete",1.48,3.60,4.80,3.50,8,0,2,0,0,50,1,17,12,2,3,35,20.90,1601.9
"Acelolz",3.64,5.70,4.20,9.60,5,0,5,0,0,70,10,10,17,5,7,53,119.70,1831.5
"Yook",4.24,3.30,2.50,7.30,5,4,1,0,0,60,14,11,13,10,6,50,70.87,1638.1
"ImJustSoNoob",1.76,6.40,7.20,6.30,0,5,1,4,0,40,5,12,19,4,5,51,113.92,1905.1
"Trag",3.13,8.20,4.80,6.80,0,4,6,0,0,60,9,3,13,2,3,63,70.35,1729
"Cat Girl Sakuya",3.05,4.60,3.70,6.70,0,5,0,0,5,50,54,5,9,0,4,49,78.48,1762
"7151921",2.49,7.60,5.10,5.10,0,0,0,10,0,70,2,20,12,4,1,54,34.38,1533.8
"schoolmates16",8.85,4.30,1.30,7.20,0,8,1,1,0,80,15,9,17,5,4,46,73.28,1701.2
"Playdark",4.27,9.80,4.90,11.10,0,8,2,0,0,70,26,13,11,5,4,65,280.80,1888.4
"lron",2.52,7.30,4.40,3.80,0,0,0,10,0,20,0,8,9,1,0,54,41.20,1738.3
"Prof Sol",2.86,5.00,4.20,7.00,0,0,1,9,0,40,6,10,15,4,5,60,59.75,1688.6
"Vladfire1 BG",3.63,5.60,4.00,8.90,0,8,2,0,0,50,17,13,11,4,5,66,97.90,1732.3
"KoreaBread",2.21,3.90,7.00,11.60,2,6,0,0,2,40,35,5,13,4,3,62,120.20,1824.8
"Dhokla",1.78,6.00,5.40,3.60,5,0,5,0,0,30,22,11,10,3,3,46,56.43,1718.7
"aolmenki",3.15,5.70,4.60,8.80,9,0,1,0,0,50,11,10,17,4,5,49,111.42,2050.7
"Aniratak",2.98,6.90,4.30,5.90,0,0,8,2,0,50,23,9,13,8,4,55,39.68,1747.7
"Gahdreel",2.96,3.80,4.90,10.70,4,0,0,2,4,60,33,6,11,2,7,60,94.77,1792.1
"Hyun Bin Klm",4.10,9.20,4.10,7.60,3,0,0,7,0,80,13,19,11,2,6,55,19.78,1796.3
"Saturday OwO",1.68,3.00,6.00,7.10,0,0,0,10,0,40,3,12,12,2,3,45,31.92,1756.2
"Keenan Santos",2.02,5.10,5.40,5.80,0,1,8,0,1,20,10,8,13,6,3,50,49.92,1750
"Manu LS fan",4.85,5.40,2.60,7.20,1,0,2,7,0,70,5,12,14,0,2,53,39.47,1883.5
"IceColdLaner",4.38,4.50,2.60,6.90,0,0,6,4,0,50,14,14,14,5,3,55,52.85,1659.9
"Azzam",1.95,7.40,5.90,4.10,5,4,1,0,0,50,4,19,17,8,2,53,88.50,1705.5
"twi tv trixondog",2.06,4.10,6.30,8.90,5,5,0,0,0,50,14,12,14,2,7,52,90.32,1746.1
"El Coque Grande",3.78,4.90,3.20,7.20,5,5,0,0,0,70,0,10,14,3,6,48,92.30,1691.2
"Flamboozled",3.54,8.50,4.60,7.80,0,0,1,9,0,70,13,13,13,1,1,59,30.18,1729.9
"Urii",3.48,6.40,4.00,7.50,0,4,6,0,0,40,26,14,15,0,6,52,52.90,1856.3
"Bed Earthquake",2.59,6.90,6.10,8.90,1,4,5,0,0,40,2,5,21,0,6,61,71.70,1860.5
"i KeNNy u",3.49,6.10,3.50,6.10,7,1,0,2,0,70,9,16,14,3,3,53,103.78,1539
"xRequiem",3.33,7.10,4.50,7.90,0,0,3,6,1,80,14,12,13,6,7,57,64.92,1643.6
"PlFF",2.80,5.50,4.40,6.80,1,0,3,6,0,40,1,9,14,0,2,53,65.85,1838.6
"Tubbss",3.27,2.90,3.00,6.90,2,6,0,1,1,50,44,6,6,3,2,52,64.55,1439.6
"VG afters",2.16,4.90,4.90,5.70,5,0,5,0,0,40,14,2,16,1,1,48,73.27,1798.3
"Br0main",2.56,2.80,4.50,8.70,2,3,0,0,5,60,31,3,10,5,1,49,95.55,1579.2
"RvG JVlasterAlex",2.88,0.60,4.90,13.50,0,1,0,0,9,50,47,5,20,6,4,59,25.15,1867.1
"santana claus",2.41,5.20,5.80,8.80,3,1,0,6,0,70,9,20,13,4,6,52,64.68,1823.9
"D D A B O N G",2.59,2.70,4.10,7.90,1,7,0,0,2,30,59,8,11,5,3,56,81.87,1742.4
"QQ1035716423gay",2.29,5.30,4.10,4.10,8,0,0,2,0,40,22,11,10,2,1,48,78.25,1509
"Zot",2.13,5.10,6.40,8.50,0,1,6,2,1,20,4,8,9,1,2,64,47.40,1644.3
"Porn Stahri",3.25,7.70,4.00,5.30,0,3,7,0,0,50,17,13,16,4,2,60,57.70,1698.7
"deftIy",3.65,7.60,4.30,8.10,0,1,0,9,0,70,6,14,16,5,5,53,64.67,1848.9
"FizzYiSodaPop",2.52,4.90,4.40,6.20,0,1,9,0,0,70,23,11,16,3,6,42,68.85,1884.4
"D O N N E R D ",3.72,6.00,3.20,5.90,1,1,7,1,0,50,11,4,9,5,3,54,49.17,1651.4
"Zergbby",2.77,5.30,4.40,6.90,0,1,5,3,1,50,8,7,13,5,4,51,74.23,1743.3
"AVL Fyre",2.87,2.10,3.80,8.80,0,0,0,3,7,40,39,5,13,3,3,60,64.97,1760.7
"B0BBY",0.80,1.50,7.50,4.50,2,0,2,0,6,20,8,3,12,5,1,37,20.65,1573.2
"K for Kimchi",4.25,4.50,3.60,10.80,8,0,2,0,0,70,27,11,14,4,8,53,121.23,2009.8
"xvae",1.12,1.90,5.70,4.50,4,1,2,2,1,20,31,6,6,1,3,36,82.12,1719.5
"JJayel",2.46,2.10,4.80,9.70,1,0,0,2,7,40,9,2,12,3,2,61,55.08,1587.8
"taro slushy",3.05,5.80,4.00,6.40,8,1,1,0,0,60,16,11,12,3,5,60,369.20,1637.1
"Outclass",2.26,5.00,5.70,7.90,3,0,5,2,0,30,11,6,11,5,5,54,82.30,1971.4
"Silviu",2.95,2.80,4.40,10.20,0,0,1,4,5,50,20,2,12,4,3,59,47.25,1665.2
"luyoJ",2.33,2.30,5.40,10.30,0,5,0,1,4,40,25,4,6,2,5,53,58.87,1876.6
"KiNG Nidhogg",2.68,7.20,5.00,6.20,1,8,1,0,0,30,4,5,11,2,3,65,124.02,1856.4
"Its Me FraGioRlz",3.18,5.20,3.80,6.90,3,7,0,0,0,60,20,16,17,5,5,46,159.77,1696.3
"Stephane Dion",2.44,6.90,5.70,7.00,0,2,2,6,0,40,8,13,12,2,5,53,66.12,1813.2
"CFO of Tencent",2.08,6.00,6.00,6.50,6,2,0,2,0,50,23,7,13,3,3,48,66.95,1651
"ShorterACE",3.72,5.90,4.30,10.10,0,8,0,0,2,60,33,5,13,2,6,59,73.95,1921.6
