"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionControl","TowersKilled","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","CCDuration","AvgGameLength"
"YourMothersDildo",1.95,7.40,6.40,5.10,6,3,0,0,1,40,14,13,15,2,1,39,51.25,1920.4
"oneironautz",1.90,1.90,5.20,8.00,0,0,4,0,6,30,38,3,12,2,3,45,38.18,1844.9
"belthazor3457",2.46,1.50,6.50,14.50,1,0,0,0,9,30,0,1,15,0,3,62,39.93,1999.3
"Wrestle",2.22,5.50,4.90,5.40,8,0,0,1,1,50,10,10,17,1,4,48,30.47,1787.7
"lNSlDlOUS",1.42,4.10,6.70,5.40,1,5,3,0,1,10,2,1,7,1,1,42,112.03,1740.3
"Prevo",2.51,2.00,5.70,12.30,0,0,0,0,10,50,19,8,17,2,4,58,58.55,1956.6
"Icics",2.61,7.60,5.70,7.30,3,0,6,1,0,50,8,12,14,2,1,61,257.95,1994.8
"Wispreaver",2.40,2.80,4.50,8.00,4,5,0,0,1,30,4,7,14,0,5,52,123.35,1927
"Yu Naru",2.48,4.30,5.60,9.60,2,5,2,0,1,30,4,4,17,1,1,54,129.78,1851.4
"touch tank",3.20,6.40,4.40,7.70,1,2,3,3,1,50,8,11,15,4,2,53,116.20,1999
"pHD Dobas",2.03,4.00,6.70,9.60,0,0,5,0,5,40,2,5,15,4,4,53,35.62,2102.5
"TheOriginalBIG",1.76,7.00,7.60,6.40,0,1,4,5,0,20,0,6,14,6,1,46,32.15,2041.9
"theNamesRichard",2.89,9.70,6.40,8.80,5,5,0,0,0,40,3,19,14,1,5,53,190.17,2177
"Kaizoku Ryu",2.88,5.10,4.80,8.70,2,0,7,1,0,50,2,6,11,2,3,48,39.48,1824.1
"MrBanana211",2.22,6.20,5.50,6.00,5,1,2,2,0,40,5,10,8,2,1,51,63.98,1698.5
"Lifestile",2.25,4.90,4.40,5.00,8,0,0,2,0,30,5,12,11,3,3,39,34.93,1842.8
"Bum Bum",1.54,4.10,6.80,6.40,3,2,3,1,1,20,0,5,9,2,0,49,104.42,1896.2
"Squadporks",2.97,3.90,3.70,7.10,5,1,0,3,1,40,6,5,11,3,3,43,86.67,1886
"old woft",2.75,5.60,5.10,8.40,2,0,7,0,1,40,4,6,16,4,8,52,30.18,2040
"RampageJ5",0.86,3.80,10.10,4.90,3,0,6,0,1,30,0,5,13,1,4,33,210.93,1956.7
"ToxicK2",2.80,1.50,5.60,14.20,0,0,1,0,9,40,17,0,10,0,5,55,100.62,2320.6
"AteEight",2.46,4.40,7.00,12.80,1,7,1,1,0,50,3,7,23,2,6,56,177.85,2266.8
"Chad Sado",3.16,4.20,4.90,11.30,0,3,0,5,2,60,10,9,16,2,5,54,54.87,2086.4
"AdaroUmll",2.92,11.30,6.50,7.70,9,1,0,0,0,80,19,16,21,3,5,51,53.63,2073.4
"Rimon",2.92,8.50,5.20,6.70,3,0,7,0,0,40,7,7,18,3,3,55,26.53,1944
"Sweet Joffrey",2.07,7.30,6.70,6.60,4,0,6,0,0,50,0,7,15,0,5,50,37.50,1917.6
"xFierceHalox",4.64,5.00,3.60,11.70,1,8,0,0,1,60,9,3,19,3,11,64,129.32,2058.3
"Gustomatic",2.52,5.70,5.20,7.40,0,6,0,4,0,70,10,21,23,6,7,44,65.72,1856.9
"The InternetRed",2.08,5.00,5.10,5.60,0,0,1,9,0,50,2,12,12,1,6,42,17.08,1760.2
"Jihad",2.13,4.50,5.30,6.80,1,0,4,5,0,40,0,7,11,0,2,47,35.67,1799.7
"Azhyan",2.85,6.00,4.60,7.10,0,4,0,6,0,50,33,10,20,3,6,45,55.35,2166.1
"DayShadow0919",3.17,7.10,4.70,7.80,6,2,1,1,0,50,0,13,11,5,5,52,142.40,1958.1
"toothd3cay",3.77,4.20,3.90,10.50,2,4,0,1,3,50,29,7,17,3,5,60,134.05,2152
"Flipsydee",3.30,4.30,4.60,10.90,6,3,0,0,1,80,6,14,23,4,5,48,124.98,2168.1
"lmTryingMyBest",1.97,6.60,5.90,5.00,1,5,2,1,1,60,11,9,21,5,5,39,118.20,2079.6
"HyIton",2.84,3.20,6.10,14.10,0,4,1,0,5,20,10,5,17,2,2,55,124.57,2149.6
"Myster Fyster",3.50,7.50,4.00,6.50,0,0,7,3,0,60,22,10,17,3,4,51,62.18,1763
"UpYourBunghole",4.10,2.30,5.10,18.60,0,0,0,0,10,30,23,7,22,0,8,66,46.77,2288.2
"Urukiora Cifer",3.39,9.70,5.10,7.60,3,5,1,1,0,50,0,10,23,2,2,59,98.20,1761.1
