"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionControl","TowersKilled","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","CCDuration","AvgGameLength"
"Magnus714",5.25,6.40,2.80,8.30,0,6,1,3,0,60,0,20,15,1,5,58,128.27,1961
"Sierlex",2.00,2.80,6.80,10.80,0,0,3,0,7,50,16,0,14,3,3,48,31.05,1980.3
"Athios",2.09,3.20,4.60,6.40,0,1,0,5,3,33,10,6,12,2,2,48,68.60,1875.6666666666667
"Jawwseus",1.88,5.10,6.70,7.50,2,4,4,0,0,50,12,12,22,1,3,46,140.80,2047.8
"Banmabu2",2.06,8.80,7.70,7.10,0,1,1,7,1,50,0,13,21,1,3,52,80.92,1876.4
"Elizabeth Tran",1.60,2.70,4.50,4.50,1,2,3,0,4,30,4,1,7,2,1,43,40.08,1792.1
"Mid Or Dodge",2.03,5.80,6.60,7.60,0,1,6,3,0,60,14,12,22,1,4,56,63.65,1777.1
"Mxa Supra",2.22,7.40,6.80,7.70,0,0,6,4,0,50,29,16,23,4,3,50,85.60,2203.8
"visaing88",2.61,7.00,5.10,6.30,0,0,6,3,1,40,12,13,16,2,4,59,27.92,2071.9
"Alina Li",1.22,2.70,5.00,3.40,0,0,3,5,2,20,0,6,9,4,1,40,27.65,1545.6
