"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionWards","WardsKilled","WardsPlaced","TowersKilled","InhibitorKills","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","TotalDamageDealtToChampions","TotalDamageTaken","TotalHeal","CCDuration","GoldEarned","AvgGameLength","topPlayedLength","midPlayedLength","junglePlayedLength","adcPlayedLength","supportPlayedLength","D_ADC","DT_ADC","CS_zeroToTen_ADC","CS_ADC","H_ADC","D_MID","DT_MID","CS_zeroToTen_MID","CS_MID","H_MID","D_TOP","DT_TOP","CS_zeroToTen_TOP","CS_TOP","H_TOP","D_JG","DT_JG","CS_zeroToTen_JG","CS_JG","H_JG","D_SUP","DT_SUP","CS_zeroToTen_SUP","CS_SUP","H_SUP"
"Hiru",1.23,6.20,8.60,4.40,3,0,7,0,0,20,5, 20, 62, 7, 3, 10,2,3,43, 167149, 225551, 23487, 29.57, 119507,1956.9,6979,12590,0,0,0,0,0,0,0,0,111206,133575,55.71,1108,9939,55943,91976,45.33,567,13548,0,0,0,0,0,0,0,0,0,0
"ganzinam",1.27,3.70,5.10,2.80,1,4,0,4,1,20,19, 29, 133, 10, 2, 7,4,3,32, 123261, 163026, 24116, 48.35, 96433,1717.1,2076,0,6521,7274,1300,44102,52411,61.25,683,3165,0,0,0,0,0,20749,19924,55.00,189,344,55636,84003,12.50,232,20487,2774,6688,1.00,7,120
"Jessica Tata",2.90,9.20,5.80,7.60,0,0,1,9,0,30,3, 30, 97, 12, 6, 19,3,1,61, 268361, 230296, 38066, 26.52, 153657,2077.6,0,1266,0,19510,0,263817,220578,76.56,2352,37507,4544,9718,55.00,127,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caligmus",2.33,5.60,4.80,5.60,8,1,1,0,0,40,14, 31, 124, 15, 2, 17,5,5,45, 175639, 254475, 37901, 27.08, 111907,1887,15799,2211,860,0,0,0,0,0,0,0,16008,32442,69.00,152,2952,159631,222033,61.63,1342,34949,0,0,0.00,0,0,0,0,0,0,0
"Whorehay",1.97,5.00,7.20,9.20,0,5,4,1,0,40,17, 35, 119, 10, 2, 10,6,1,57, 181458, 282160, 89220, 135.75, 119392,1835.3,0,6888,9349,2116,0,22188,23065,67.00,247,4358,78786,82025,63.00,603,8330,0,0,0,0,0,80484,177070,3.20,474,76532,0,0,0,0,0
"scthesheep",3.18,6.00,5.00,9.90,0,10,0,0,0,60,11, 36, 100, 12, 0, 13,2,4,62, 203176, 295550, 129968, 87.08, 125058,1908.1,0,0,19081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203176,295550,4.70,815,129968,0,0,0,0,0
"Chxiong",2.46,6.00,5.70,8.00,1,7,0,1,1,30,12, 25, 61, 4, 2, 14,8,1,48, 173805, 304083, 101980, 78.33, 118248,1861.3,1240,0,13883,1832,1658,19468,23055,31.00,146,12670,0,0,0,0,0,6925,18460,50.00,91,2118,138543,237215,1.86,669,81964,8869,25353,19.00,44,5228
"EmmanuelElfd",1.96,4.40,8.00,11.30,5,2,2,1,0,50,19, 30, 117, 8, 3, 21,4,5,49, 204789, 367966, 87654, 110.83, 134419,2250.9,12017,4074,4317,2101,0,11833,20688,60.00,210,2948,38333,41262,53.00,389,7378,119895,240988,49.00,1023,49801,34728,65028,1.50,111,27527,0,0,0,0,0
"Peter worldeater",2.57,0.60,4.20,10.20,0,0,0,0,10,30,12, 27, 181, 1, 0, 11,1,5,54, 43683, 168889, 114507, 25.23, 78887,1724.2,0,0,0,0,17242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43683,168889,7.30,255,114507
"auchenai",3.14,4.90,4.30,8.60,0,2,0,3,5,70,12, 30, 103, 12, 4, 15,4,5,55, 111915, 148521, 24497, 34.20, 95335,1574.7,0,0,2968,4853,7926,60095,40027,63.33,472,8071,0,0,0,0,0,0,0,0,0,0,17285,39882,1.00,99,8159,34535,68612,8.80,155,8267
"Boner4StevieD",2.37,4.80,4.60,6.10,2,5,3,0,0,50,9, 33, 102, 15, 4, 15,4,4,44, 136777, 252442, 44356, 73.32, 116187,1783.1,3279,4739,9813,0,0,0,0,0,0,0,35526,45965,75.33,481,2475,26614,70747,60.50,330,5628,74637,135730,17.20,392,36253,0,0,0,0,0
"EvilFaraDisE",3.78,2.30,2.70,7.90,0,0,2,3,3,50,17, 22, 169, 6, 0, 14,3,4,53, 120376, 128684, 29563, 51.72, 89432,1925.875,0,2609,0,6503,6295,85780,49385,60.67,606,7249,14002,20445,70.50,294,1880,0,0,0,0,0,0,0,0,0,0,20594,58854,9.67,106,20434
"Lee",2.65,4.60,4.80,8.10,0,0,1,6,3,20,10, 21, 105, 6, 1, 12,2,2,57, 149103, 148835, 76784, 45.38, 110693,1987.2,0,1268,0,12460,6144,126271,95684,62.50,1141,16025,10154,5334,48.00,78,632,0,0,0,0,0,0,0,0,0,0,12678,47817,3.67,56,60127
"dBeast",4.14,7.90,4.40,10.30,1,7,0,0,2,70,14, 18, 113, 16, 0, 19,0,5,59, 218263, 338769, 100652, 184.88, 129347,1985.5,1977,0,15122,0,2756,0,0,0,0,0,0,0,0,0,0,20605,31622,54.00,190,2357,191122,282319,1.43,599,90568,6536,24828,7.00,38,7727
"Solace In Pepes",1.95,5.60,7.60,9.20,5,3,1,0,1,50,11, 27, 177, 7, 1, 20,5,6,48, 187678, 309744, 54342, 105.40, 124594,2119.7,9411,2560,6612,0,2614,0,0,0,0,0,23309,31075,37.00,185,5542,86846,137977,47.00,805,14364,57161,97605,7.67,199,27814,20362,43087,14.00,49,6622
"btch i might be",2.07,3.90,5.60,7.70,0,6,0,2,2,50,2, 28, 123, 3, 0, 12,3,2,50, 133327, 248598, 71063, 77.17, 107434,1780.3,0,0,11034,3443,3326,29663,35210,65.50,345,4735,0,0,0,0,0,0,0,0,0,0,92388,182883,2.67,519,60686,11276,30505,8.00,63,5642
"Getyourfb",2.03,4.70,6.20,7.90,3,6,0,0,1,30,17, 22, 146, 5, 0, 13,3,2,53, 138476, 285689, 56894, 82.33, 110402,1974.6,5614,0,12143,0,1989,0,0,0,0,0,0,0,0,0,0,44703,79870,49.00,491,20014,88071,185268,5.17,430,34797,5702,20551,9.00,57,2083
