SummonerName,KDA,AvgKills,AvgDeaths,AvgAssists,TOP_played,JUNGLE_played,MID_played,ADC_played,SUPPORT_played,WinRate,VisionWards,WardsKilled,WardsPlaced,TowersKilled,InhibitorKills,DragonsKilled,RiftHeraldKilled,BaronKilled,KillContribution,TotalDamageDealtToChampions,TotalDamageTaken,TotalHeal,CCDuration,GoldEarned,AvgGameLength,topPlayedLength,midPlayedLength,junglePlayedLength,adcPlayedLength,supportPlayedLength,D_ADC,DT_ADC,CS_zeroToTen_ADC,CS_ADC,H_ADC,D_MID,DT_MID,CS_zeroToTen_MID,CS_MID,H_MID,D_TOP,DT_TOP,CS_zeroToTen_TOP,CS_TOP,H_TOP,D_JG,DT_JG,CS_zeroToTen_JG,CS_JG,H_JG,D_SUP,DT_SUP,CS_zeroToTen_SUP,CS_SUP,H_SUP
Lokeneve,2.59,9.3,6.9,8.6,2,1,0,7,0,80,16,38,113,29,4,12,2,9,58,270796,263018,50343,60.42,157619,1855.3,3938,0,1200,13415,0,223132,182294,65.14,1637,30704,0,0,0,0,0,44346,68208,67.5,482,18105,3318,12516,71,9,1534,0,0,0,0,0
KElTHMCBRlEF,3.21,6.6,4.2,6.9,0,0,1,8,1,80,12,32,97,17,2,13,5,5,48,206362,190126,35416,43.62,127769,1647.8,0,1567,0,13289,1622,178116,147715,76.63,1773,27787,21255,18921,69,181,948,0,0,0,0,0,0,0,0,0,0,6991,23490,9,32,6681
Liquid Smoothie,3.1,2.7,3.9,9.4,1,1,0,1,7,50,49,53,253,2,0,9,3,3,66,85335,180604,39545,53.95,86298,1682.3,2059,0,1828,854,12082,2430,6783,10,12,2963,0,0,0,0,0,14184,21542,53,167,767,13373,38086,6,78,21053,55348,114193,4.14,134,14762
Pooky Wan Kenobi,2.51,3.7,5.3,9.6,0,1,0,0,9,50,27,52,209,0,0,9,6,4,58,101561,175742,45099,35.42,91587,1650.6,0,0,1480,0,15026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16840,12828,1,0,4727,84721,162914,6,248,40372
Amature,2.58,6.7,5.5,7.5,8,0,0,1,1,50,21,34,128,6,3,8,3,4,55,195714,271232,54641,129.55,116227,1736.9,14464,0,0,1214,1691,8858,7164,71,154,957,0,0,0,0,0,175347,240394,60.5,1428,51917,0,0,0,0,0,11509,23674,18,45,1767
1onz,3.39,0.6,4.1,13.3,0,0,0,0,10,70,44,70,251,3,1,15,5,6,58,59379,137545,115812,32.77,87655,1750.2,0,0,0,0,17502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59379,137545,4.5,234,115812
JiaQQ1035716423,4.14,2.6,3.7,12.7,0,1,2,2,5,90,29,67,190,8,4,17,5,6,57,122584,171440,39208,33.55,102323,1712.4,0,3252,2145,2942,8785,29701,24793,35,244,8022,33936,35832,55.5,315,3184,0,0,0,0,0,5094,24792,6,0,1936,53853,86023,7.4,175,26066
Ohh Wonder,2.09,4.1,4.7,5.7,1,3,0,6,0,20,47,53,181,6,0,10,2,2,53,142811,181849,35925,51.37,106311,1737,1730,0,5519,10121,0,88222,87297,64.67,1128,17573,0,0,0,0,0,10451,21639,58,203,3317,44138,72913,10,212,15035,0,0,0,0,0
tehgameguy,4.36,0.3,3.3,14.1,0,0,0,0,10,80,25,40,254,3,1,11,3,4,62,44276,112331,60504,21.92,81082,1597.9,0,0,0,0,15979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44276,112331,2.8,126,60504
Puncho,3.13,7,4.7,7.7,3,0,1,4,2,50,11,53,103,12,4,17,4,5,59,197819,202635,27619,80.05,119707,1791.7,5286,2062,0,7149,3420,107419,66119,68.5,791,11704,18027,28929,57,159,2409,61324,66089,54.67,483,6447,0,0,0,0,0,11049,41498,8.5,64,7059
Chimonaa1,3.34,4.2,3.5,7.5,4,2,2,2,0,40,10,28,102,8,0,12,5,2,55,184141,198800,46615,85.95,115454,1668.2,5860,3479,3996,3347,0,37739,26904,54.5,402,6915,35849,31356,67,431,2473,63589,77143,68.75,762,15592,46964,63397,9,218,21635,0,0,0,0,0
QQ1035716423q,4.95,1.5,2.2,9.4,0,0,0,2,8,80,33,50,193,9,0,12,6,2,53,69580,104568,50589,21.53,83397,1530.8,0,0,0,2715,12593,25600,22851,76,326,4087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43980,81717,2.75,173,46502
Pants are Dragon,3.23,3.4,5.3,13.7,0,5,0,0,5,80,38,72,204,3,0,18,5,5,56,125476,279050,128210,89.83,115385,1982,0,0,9617,0,10203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87608,164542,7,405,59796,37868,114508,12.2,241,68414
