"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionWards","WardsKilled","WardsPlaced","TowersKilled","InhibitorKills","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","TotalDamageDealtToChampions","TotalDamageTaken","TotalHeal","CCDuration","GoldEarned","AvgGameLength","topPlayedLength","midPlayedLength","junglePlayedLength","adcPlayedLength","supportPlayedLength","D_ADC","DT_ADC","CS_zeroToTen_ADC","CS_ADC","H_ADC","D_MID","DT_MID","CS_zeroToTen_MID","CS_MID","H_MID","D_TOP","DT_TOP","CS_zeroToTen_TOP","CS_TOP","H_TOP","D_JG","DT_JG","CS_zeroToTen_JG","CS_JG","H_JG","D_SUP","DT_SUP","CS_zeroToTen_SUP","CS_SUP","H_SUP"
"zroow",2.44,3.20,7.20,14.40,0,2,0,0,8,40,0, 59, 146, 3, 0, 21,3,3,55, 151895, 274478, 52514, 82.12, 111856,2146.7,0,0,5739,0,15728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76130,105235,1.00,140,33004,75765,169243,2.25,176,19510
"UnknownWizard",2.84,4.50,5.10,10.00,6,0,1,0,3,50,1, 14, 95, 9, 1, 15,3,6,53, 131701, 216142, 35298, 83.82, 102857,1786.9,9069,2353,0,0,6447,0,0,0,0,0,20528,34617,33.00,173,4058,84954,96902,51.83,733,11652,0,0,0,0,0,26219,84623,10.33,172,19588
"Slaying Immortal",1.73,5.10,6.20,5.60,1,2,5,2,0,30,2, 16, 112, 12, 1, 10,0,4,43, 164023, 209088, 47172, 114.15, 102023,1787.8,3014,8027,3617,3220,0,22734,30092,52.50,276,4144,79429,68663,39.00,589,8136,28799,48162,44.00,225,8054,33061,62171,1.50,156,26838,0,0,0,0,0
"youraime",2.00,6.60,7.30,8.00,4,0,6,0,0,70,0, 11, 133, 15, 1, 15,3,4,48, 266011, 287664, 23403, 65.50, 126074,2049.1,7662,12829,0,0,0,0,0,0,0,0,172592,153166,53.00,856,18683,93419,134498,57.50,737,4720,0,0,0,0,0,0,0,0,0,0
"i7 FTW",2.19,5.60,6.70,9.10,6,0,0,2,2,50,0, 48, 55, 11, 3, 15,0,2,47, 183079, 273876, 27170, 44.92, 112928,1876.3,10942,0,0,4649,3172,51014,72899,26.00,306,10201,0,0,0,0,0,116076,163709,60.83,979,11034,0,0,0,0,0,15989,37268,11.50,98,5935
"MRGAMEXWATCH",2.09,4.60,6.80,9.60,3,1,4,1,1,50,15, 14, 126, 7, 1, 19,6,5,44, 168847, 245492, 26748, 100.67, 118391,2019.7,5750,8431,2043,2182,1791,11346,26367,14.00,67,6523,85229,70826,57.50,624,8918,49879,94997,60.33,532,4650,14362,28549,3.00,56,4942,8031,24753,13.00,43,1715
"Reaper Areios",1.89,5.50,7.00,7.70,0,2,2,6,0,30,0, 14, 52, 6, 2, 16,0,1,48, 180429, 223721, 41683, 40.38, 115154,1978.7,0,3635,3415,12737,0,130983,143183,52.17,1247,19532,28948,35827,22.50,158,5154,0,0,0,0,0,20498,44711,4.50,96,16997,0,0,0,0,0
"GSguerrilla",3.02,0.90,4.00,11.20,0,0,0,0,9,56,11, 37, 162, 2, 1, 8,5,0,49, 40110, 121781, 45467, 28.90, 76931,1767.6666666666667,0,0,0,0,15909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40110,121781,2.89,120,45467
"Luke Than 3102",1.99,3.90,7.20,10.40,0,1,1,1,7,20,11, 12, 89, 2, 0, 11,1,1,62, 130353, 198466, 93108, 53.45, 94687,1830.3,0,1535,1925,1663,13180,10456,20974,23.00,60,1944,2375,13589,0.00,29,1084,0,0,0,0,0,14195,31381,0.00,75,10438,103327,132522,3.43,170,79642
"WODHEmperor",2.29,6.40,7.20,10.10,0,2,1,7,0,30,9, 10, 105, 12, 1, 14,1,5,56, 241171, 243787, 66512, 57.35, 124191,2035.9,0,2070,4171,14118,0,171820,142852,56.14,1304,19928,23773,20734,77.00,201,1527,0,0,0,0,0,45578,80201,6.00,91,45057,0,0,0,0,0
"CatacombDragon",1.66,4.30,7.00,7.30,4,0,3,1,2,30,7, 14, 148, 6, 2, 12,3,1,43, 216517, 255872, 33839, 151.58, 117298,2196.6,10050,6707,0,1757,3452,6090,14482,15.00,34,3405,85343,66596,47.00,497,4631,112969,143911,50.50,905,16584,0,0,0,0,0,12115,30883,13.00,77,9219
"dmghost",2.08,3.70,6.20,9.20,1,1,0,4,4,50,16, 21, 141, 20, 3, 14,1,4,42, 149663, 170807, 18110, 42.15, 106975,1866.5,1448,0,1491,7981,7745,70592,68408,48.00,714,11827,0,0,0,0,0,6986,20678,49.00,131,1349,4764,19362,1.00,30,3488,67321,62359,3.25,174,1446
"PotatoTheMan",4.77,5.60,3.00,8.70,3,7,0,0,0,50,3, 17, 67, 9, 3, 24,1,5,54, 153920, 265134, 66391, 146.90, 123481,2049.1,5305,0,15186,0,0,0,0,0,0,0,0,0,0,0,0,44478,54606,63.33,529,12140,109442,210528,3.57,624,54251,0,0,0,0,0
"Zespider",2.56,2.80,5.90,12.30,0,2,0,0,8,40,4, 25, 271, 8, 0, 22,1,2,57, 116666, 369885, 164894, 375.95, 115121,2262.9,0,0,5261,0,17368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56318,90128,2.00,183,22410,60348,279757,10.88,467,142484
"Taipei WetWetDer",3.35,9.00,5.40,9.10,6,2,2,0,0,40,5, 73, 152, 10, 1, 20,0,8,58, 226029, 326700, 90715, 145.55, 137463,2274.1,14353,4281,4107,0,0,0,0,0,0,0,52857,48932,44.00,261,9034,146696,222023,55.50,1265,64276,26476,55745,1.50,154,17405,0,0,0,0,0
"Zukoskiller",2.20,2.20,7.00,13.20,1,1,0,0,8,40,31, 31, 272, 3, 0, 11,1,4,46, 92604, 231987, 27843, 88.35, 97658,1989.1,2224,0,2179,0,15488,0,0,0,0,0,0,0,0,0,0,9386,23908,27.00,107,1947,9969,33447,1.00,68,7667,73249,174632,2.63,86,18229
"zCannibalz",1.57,4.30,5.30,4.00,6,0,2,2,0,80,7, 14, 142, 27, 4, 22,1,3,28, 137238, 220946, 46647, 37.32, 120581,1837.8,11900,2836,0,3642,0,23238,37436,61.50,408,4499,14547,25203,54.00,239,4855,99453,158307,58.17,1411,37293,0,0,0,0,0,0,0,0,0,0
"ColorlessBubble",3.25,8.00,5.10,8.60,0,1,3,5,1,70,8, 28, 103, 15, 2, 22,2,3,53, 211154, 195442, 58266, 81.85, 129417,1985.2,0,5353,1446,10460,2593,123066,97736,65.60,1081,15100,57491,62857,51.67,346,15398,0,0,0,0,0,12012,14470,2.00,65,6553,18585,20379,8.00,31,21215
"Lonesome Warrior",1.42,4.50,7.30,5.90,6,0,1,1,2,30,8, 19, 141, 8, 2, 13,3,2,38, 136978, 274326, 25641, 88.35, 112889,2019.4,11201,1740,0,2981,4272,16156,27195,54.00,220,2802,16979,29433,34.00,101,5972,78626,135951,49.33,925,10407,0,0,0,0,0,25217,81747,10.50,104,6460
"coolbro50",3.79,4.60,4.80,13.60,0,2,4,0,4,80,5, 23, 176, 6, 1, 16,0,5,49, 155826, 221815, 43358, 36.12, 116182,2068.8,0,9250,4089,0,7349,0,0,0,0,0,98363,78572,50.00,642,10684,0,0,0,0,0,27681,59077,1.50,125,12093,29782,84166,11.00,138,20581
"zorio64",1.68,3.30,5.90,6.60,6,1,1,0,2,40,0, 11, 92, 12, 2, 18,3,2,40, 101319, 246787, 65050, 67.73, 97211,1924.6,10741,3044,1228,0,4233,0,0,0,0,0,18680,44089,18.00,122,20958,54078,114594,35.50,607,16231,5511,14272,0.00,53,3476,23050,73832,4.00,62,24385
"stonelotus",2.47,6.30,5.80,8.00,0,5,5,0,0,40,5, 22, 85, 6, 3, 25,5,4,52, 245891, 274047, 83952, 71.18, 128802,2056.3,0,11467,9096,0,0,0,0,0,0,0,179529,126535,48.60,919,14529,0,0,0,0,0,66362,147512,5.00,377,69423,0,0,0,0,0
"HeroAran",2.35,6.20,7.90,12.40,3,1,4,1,1,40,0, 18, 101, 16, 1, 19,1,4,52, 288148, 315928, 69815, 140.18, 135328,2255,7239,8833,2296,2242,1940,26989,30264,34.00,174,3789,126127,78317,47.25,634,7564,103718,141576,62.00,712,50130,16063,45665,1.00,74,5967,15251,20106,3.00,11,2365
"Zlemonman",1.77,8.10,7.90,5.90,0,6,3,0,1,30,3, 13, 110, 10, 0, 12,1,5,50, 232020, 281986, 90532, 66.65, 129737,2058.9,0,5607,13447,0,1535,0,0,0,0,0,57875,53294,40.33,407,4495,0,0,0,0,0,164743,216795,1.50,505,85452,9402,11897,2.00,19,585
"W0RLDBREAKER",2.26,2.60,5.30,9.40,3,0,0,1,6,50,11, 18, 109, 8, 2, 16,2,10,47, 91761, 241517, 41713, 46.93, 105155,2056.7,6672,0,0,2153,11742,12326,14380,52.00,195,2943,0,0,0,0,0,39231,94322,53.67,503,14820,0,0,0,0,0,40204,132815,8.17,194,23950
"BIink 182",2.53,9.70,6.60,7.00,0,1,0,9,0,40,0, 70, 114, 14, 5, 12,1,4,54, 294913, 260031, 34934, 77.82, 149960,2154.5,0,0,1819,19726,0,284321,233357,57.44,2024,29338,0,0,0,0,0,0,0,0,0,0,10592,26674,5.00,74,5596,0,0,0,0,0
"ObiwanCaBoneMe",2.48,8.80,6.00,6.10,4,4,1,0,1,40,7, 25, 95, 6, 3, 10,4,4,47, 187755, 252663, 58916, 67.15, 134075,2041,9217,1823,7492,0,1878,0,0,0,0,0,17352,15789,57.00,163,1674,80907,117027,46.25,775,22641,77980,98693,4.50,257,22199,11516,21154,5.00,14,12402
"Sesshomar",1.61,2.20,6.90,8.90,4,1,0,0,5,30,22, 38, 135, 2, 0, 12,3,2,44, 114688, 277957, 83233, 85.00, 89185,1847.8,8261,0,1633,0,8584,0,0,0,0,0,0,0,0,0,0,70759,142589,46.75,568,57399,7801,21980,1.00,52,4064,36128,113388,6.80,117,21770
"aburntrose",2.69,6.00,5.20,8.00,1,3,3,3,0,70,11, 11, 127, 18, 2, 19,4,8,47, 218762, 281803, 69983, 142.72, 134338,1991.1,2416,5227,5875,6393,0,67974,65546,52.00,685,11005,67750,49377,59.67,535,8809,28664,33246,65.00,273,10438,54374,133634,7.33,222,39731,0,0,0,0,0
"cheesybacon22",3.31,1.20,5.20,16.00,0,0,0,0,10,80,35, 51, 270, 1, 1, 23,3,5,54, 51362, 135882, 244143, 21.08, 102675,2107.2,0,0,0,0,21072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51362,135882,1.90,284,244143
"Path Revisited",5.09,7.70,3.20,8.60,5,1,4,0,0,60,4, 13, 116, 14, 4, 16,4,4,62, 214807, 168229, 22896, 48.55, 118443,1825.9,9155,7634,1470,0,0,0,0,0,0,0,133638,39121,60.50,688,5524,72947,106995,48.20,793,13612,8222,22113,0.00,66,3760,0,0,0,0,0
"scooter780",2.33,5.70,5.50,7.10,2,0,1,7,0,50,16, 13, 120, 12, 1, 14,1,2,52, 191774, 205188, 36612, 220.88, 113844,1792.3,4365,1427,0,12131,0,110904,111889,55.86,1224,11826,18674,12186,55.00,93,767,62196,81113,63.50,425,24019,0,0,0,0,0,0,0,0,0,0
"The Real Heimer",1.93,4.50,5.90,6.90,4,0,6,0,0,30,14, 8, 143, 7, 1, 13,3,1,55, 205303, 239430, 32342, 118.80, 108529,1932.5,8087,11238,0,0,0,0,0,0,0,0,125005,101403,62.33,997,9871,80298,138027,41.00,612,22471,0,0,0,0,0,0,0,0,0,0
"Hoodie Allen",2.98,4.00,5.10,11.20,1,1,3,1,4,50,2, 25, 154, 5, 3, 15,1,2,60, 130387, 219189, 29861, 40.17, 102476,1861.5,1847,6508,1754,1901,6605,6852,26125,15.00,42,1489,70464,73879,62.00,581,10001,16366,22676,46.00,166,1699,9293,20824,0.00,72,8116,27412,75685,8.00,117,8556
"CJ2SIK",1.54,3.80,7.20,7.30,3,1,1,1,4,30,6, 23, 129, 9, 1, 14,5,4,40, 147987, 227680, 29590, 100.63, 110603,1950.4,6175,1817,1575,2369,7568,29613,24115,58.00,221,2388,19392,19452,68.00,159,1219,59202,67388,56.33,566,5094,7243,26556,1.00,64,7411,32537,90169,7.00,157,13478
"Mr Caruso",3.48,8.30,4.20,6.30,0,1,0,9,0,30,0, 10, 69, 20, 0, 22,1,4,50, 215820, 189598, 32507, 32.08, 138251,2063.8,0,0,2017,18621,0,181289,160318,58.67,1975,25481,0,0,0,0,0,0,0,0,0,0,34531,29280,12.00,79,7026,0,0,0,0,0
"jaschen",2.19,4.10,4.70,6.20,2,1,1,6,0,50,1, 11, 62, 9, 0, 11,2,2,46, 156436, 181603, 31454, 117.82, 103300,1732.3,3721,1259,1512,10831,0,93802,101260,48.83,999,13203,15629,9559,52.00,89,1367,37027,43587,48.50,291,10806,9978,27197,1.00,77,6078,0,0,0,0,0
"springjin",3.87,2.00,3.10,10.00,1,0,1,0,8,60,7, 25, 184, 8, 4, 20,1,6,47, 146825, 145958, 9801, 27.70, 94665,2112.2,3109,1008,0,0,17005,0,0,0,0,0,135,422,0.00,0,0,18214,55644,51.00,281,854,0,0,0,0,0,128476,89892,4.13,247,8947
"Blendsomefruit",3.35,8.10,5.10,9.00,1,0,6,3,0,50,4, 12, 97, 10, 3, 18,1,6,60, 291005, 228997, 34110, 63.87, 149107,2274.7,2406,13267,0,7074,0,56159,70028,68.33,792,11217,202495,117814,59.50,1222,15484,32351,41155,67.00,235,7409,0,0,0,0,0,0,0,0,0,0
