"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionWards","WardsKilled","WardsPlaced","TowersKilled","InhibitorKills","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","TotalDamageDealtToChampions","TotalDamageTaken","TotalHeal","CCDuration","GoldEarned","AvgGameLength","topPlayedLength","midPlayedLength","junglePlayedLength","adcPlayedLength","supportPlayedLength","D_ADC","DT_ADC","CS_zeroToTen_ADC","CS_ADC","H_ADC","D_MID","DT_MID","CS_zeroToTen_MID","CS_MID","H_MID","D_TOP","DT_TOP","CS_zeroToTen_TOP","CS_TOP","H_TOP","D_JG","DT_JG","CS_zeroToTen_JG","CS_JG","H_JG","D_SUP","DT_SUP","CS_zeroToTen_SUP","CS_SUP","H_SUP"
"fLcQuix",3.37,7.10,4.30,7.40,0,0,6,3,1,60,31, 45, 158, 19, 3, 13,1,1,58, 236803, 174762, 30603, 60.25, 131150,1875.3,0,11481,0,5829,1443,79554,56508,76.67,674,10183,153321,106655,77.33,1322,12797,0,0,0,0,0,0,0,0,0,0,3928,11599,0.00,16,7623
"Edxecutus",2.52,4.70,5.80,9.90,0,4,0,3,3,40,4, 44, 151, 9, 2, 14,2,4,61, 143513, 200065, 73386, 51.38, 107743,1843.3,0,0,7576,5173,5684,43480,48083,59.00,497,7604,0,0,0,0,0,0,0,0,0,0,71417,96956,4.25,233,38717,28616,55026,2.00,48,27065
"Nami AI",3.61,0.60,2.80,9.50,0,0,0,1,9,50,21, 31, 160, 5, 1, 8,4,3,63, 40179, 105017, 59926, 16.08, 70574,1467.5,0,0,0,649,14026,2077,3769,5.00,5,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38102,101248,1.67,93,59779
"Weeknd",1.95,3.70,4.00,4.10,7,1,2,0,0,40,7, 13, 84, 8, 0, 7,3,2,39, 144968, 232004, 33711, 64.70, 104647,1733.5,12206,3312,1817,0,0,0,0,0,0,0,30464,36019,71.50,351,1586,99993,169070,68.71,1398,27760,14511,26915,64.00,2,4365,0,0,0,0,0
"OfficerHunnybuns",3.63,3.20,3.80,10.60,2,3,0,0,5,50,31, 54, 218, 11, 1, 9,3,2,62, 93676, 216631, 69221, 55.15, 93674,1647.4,2702,0,4295,0,9477,0,0,0,0,0,0,0,0,0,0,30588,44732,56.50,294,16293,30667,53697,7.33,160,18597,32421,118202,7.40,163,34331
"Atik B",2.02,6.00,5.30,4.70,1,3,6,0,0,40,5, 20, 41, 9, 0, 13,3,3,48, 133001, 195454, 39094, 60.13, 101698,1521.5,1065,9358,4792,0,0,0,0,0,0,0,99846,109873,57.83,976,8154,3471,7925,49.00,98,427,29684,77656,11.33,228,30513,0,0,0,0,0
"Znipe",2.63,6.60,4.60,5.50,0,2,0,8,0,40,5, 26, 76, 7, 1, 14,2,2,58, 172130, 173076, 30534, 33.27, 104650,1557.1,0,0,2564,13007,0,146791,139731,64.88,1378,23947,0,0,0,0,0,0,0,0,0,0,25339,33345,17.50,68,6587,0,0,0,0,0
"Hey Its Yasuo",2.80,7.40,5.40,7.70,0,4,5,1,0,70,16, 44, 87, 6, 1, 17,2,4,59, 202175, 233746, 47502, 57.00, 127980,1810.2,0,9562,7329,1211,0,18563,11767,84.00,173,2654,111258,104118,72.40,1074,5125,0,0,0,0,0,72354,117861,11.50,307,39723,0,0,0,0,0
"HeartbreakeroO",3.54,4.10,3.90,9.70,0,6,2,1,1,60,9, 37, 86, 9, 0, 17,1,3,55, 136980, 240697, 85993, 158.80, 114719,1732.8,0,3988,9268,2321,1751,31654,24208,48.00,245,4613,32628,38164,50.00,324,766,0,0,0,0,0,59998,158813,6.83,427,75742,12700,19512,2.00,31,4872
"SumBaka",2.24,5.40,4.90,5.60,1,1,8,0,0,50,1, 18, 69, 12, 1, 10,2,6,42, 172895, 173004, 15279, 18.75, 118193,1822.4,1374,15330,1520,0,0,0,0,0,0,0,143616,145635,70.63,1571,14185,12333,13639,56.00,111,120,16946,13730,68.00,0,974,0,0,0,0,0
"spurm",6.61,3.40,2.30,11.80,0,0,0,3,7,80,0, 64, 164, 16, 2, 18,2,10,62, 123229, 140174, 83234, 60.05, 116359,1978.1,0,0,0,7301,12480,85187,58901,62.33,736,15623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38042,81273,4.86,152,67611
